frame_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,Action Label
17,502.75,265.25,506.25,258,504.5,257.75,526.5,262.75,549.5,257.75,530.5,321,581.5,307,517,391.75,597,374.5,488.5,447,605.5,427.25,562,444.5,588.5,438,586.5,531,556,514.5,618.5,614,574,590,Walking
18,496,266.75,499.75,259.5,497.75,259.25,519.5,264.25,542,259.25,522.5,322,575,308.5,507,391.25,594,375.25,477.75,441.25,601,426.5,554,445.5,584.5,438.75,583.5,532,550,514.5,617,614.5,553,591.5,Walking
19,490,269.5,493.5,262,492,262,512.5,266.75,535,262,515.5,323.25,567,311,499.75,391.5,582.5,378.25,466.75,439.5,597,428.25,547,447,578,440.75,580,532,545,517,617,614,538,593.5,Walking
20,484,271.75,487.25,264.25,485.75,264.25,506,268.5,529.5,263.5,509.25,324.25,562.5,313,493,392,578,378.25,457.75,439.5,590,426.75,541,445.75,572,440,575,530.5,541,516.5,616,612.5,528,592,Walking
21,475.75,270.5,480.25,263.25,478,263,500.25,269.5,521.5,264.25,504.25,325.75,557,314.5,489,392.5,578,378,453,439.5,583.5,425,534.5,446.75,565,441,568.5,531,534.5,517,614.5,612,522.5,593.5,Walking
22,471,270.75,474.75,263.75,473.25,263.5,494,270.25,517,265,498.75,326.75,550,314,485,393,569,375.25,450.75,438,576,424,528.5,446.75,558,440.75,559,531,529,517,612.5,610,521,594,Walking
23,464.25,270.75,468,264,466.5,263.5,488.25,270.25,511.25,264.5,490.5,326.75,541,314,478.25,393,556,378.5,448,438.75,567,426,519.5,447.5,548.5,441.5,551,531,524,518,608.5,608,519,594.5,Walking
24,459.5,272.75,462.25,265,461.5,265,481.5,270,505.5,264.75,483.5,326.5,535.5,315,474.25,393,548,379.5,446.75,441,557.5,428.5,510.5,447,541.5,441.5,542,530,520,519,604,604,517.5,594,Walking
25,452.5,270.5,455.25,263,455,263,475,268.5,499,263,477.25,323.75,528,312.75,469.5,391.5,542,377.25,447.5,444,548,428.5,504.25,443.25,535.5,438.25,531,529,517.5,519.5,598,600,516,594,Walking
26,445.5,267.5,449.25,260.5,448.5,260,469,267,492.25,262,470.5,322.25,523,312,464.5,393,537,378.75,449.5,446.5,534.5,433.75,498.75,442,531.5,437.25,519,530.5,514,521,590,596,515,596,Walking
27,440.75,268,444,260.75,443.5,260.75,462.75,266.5,487,262,465.25,321.25,515,310.25,460.5,393.5,525,379.25,451.75,450.5,520,437.75,495.5,441,526.5,435.75,506.5,531,507.75,519.5,580,591.5,516,596,Walking
28,434.5,269.25,437.5,261,436.25,260.5,456,266,482,262.75,460.25,322.25,508.75,311,456.75,394.25,518,380,451.5,453.25,512.5,436.25,489.25,446.5,522,439.5,495,532,510,523.5,562,592,518,597,Walking
29,429,268.5,432,260.5,431,260,449.75,266,476.75,262.5,454.25,322.75,502.75,311,455.75,396,513,379.25,454.5,455.5,514,435.75,481.5,448.5,516,440.5,480,533,509,519,544.5,594,520.5,595,Walking
30,425,268.5,427.5,261.25,427,261.25,444.25,266.5,469.25,262.75,450.5,322,495.5,309.75,455,396,502.5,380.5,456.5,456.5,486.5,443,480,447.5,513.5,440,470.5,528,507.75,513.5,523,588,526.5,587,Walking
31,417.25,269,420.5,261,418.75,261,437.75,267,462,263.5,445.5,322,489,309.75,453,395,499.5,378.25,458.25,457.5,485.75,436,472.75,446.25,505.5,438.75,454.25,527.5,501.25,514.5,510,595,518.5,592,Walking
32,411,267.75,414.75,260.25,412.5,260.25,431.75,267,455,264,441.25,321.5,482.75,309.5,452.5,393.25,498,377.5,458.5,455.25,489,434,467.5,445,500.5,437.75,445.25,525.5,499.25,514,493.5,601,519.5,593.5,Walking
33,404.75,268.75,408,261,406.5,261.25,425.25,268,450.75,264.75,436,321.25,477.75,310.5,449,391,493.25,377.75,458,452.75,486.75,434,462.75,444.75,496.5,437.75,441,526,498,512.5,477,606.5,519,591,Walking
34,399.25,271.5,402.5,264,400.5,264,419.5,270,444.25,266.75,430.75,322.5,472.5,312,445,390,486.25,378.75,456.75,450.5,479.75,435.75,456.25,443,490.5,436.5,437.75,526,497,512.5,457.5,609.5,519,590,Walking
35,393.75,272.5,397,265,395.25,265,414.25,272,438.25,267.75,423.75,323.75,465.75,313.25,440,390,477.5,379.25,455,450,472.25,437.5,450.25,443,485,436.5,435.25,526,495.75,513,440.5,607.5,519,590,Walking
36,388,273,391.25,266,389.5,265.5,408,274,433.25,269,417,325.75,460.5,315.25,434.5,391.75,473,381.25,451.5,450.5,470.5,438.75,446.25,444,480.75,437.5,431,526.5,493,513,429.5,604,518.5,591,Walking
37,379.5,273.5,383.5,267,382.25,266.75,402,275,425.5,270.25,411,328.5,454.5,317,430,394.75,469,382.5,448.5,451,465,441,435,447.75,470.5,441.5,427.25,527.5,490,517,419.25,603,516.5,593,Walking
38,374.75,277,378,269.75,376,269.75,394.25,276.75,421.5,273.5,402.75,329.75,449.25,318.25,421.75,394.5,461.25,383,440.75,452.75,458,437.25,431,447.5,466.25,440,422,529,485,514,413.5,601,516.5,590,Walking
39,369,277.25,372.5,270.5,369.5,270.5,388.5,278.75,416.75,274.5,395.5,331,444.75,320.75,413.75,396.5,458.5,385,433,453,457.5,439,423.5,448.5,460,442.5,418.25,529,480,514.5,411.25,601,516.5,589,Walking
40,361.5,278,365,271,363.5,270.5,380.75,279.75,408.5,275,386.25,332.5,437.25,321.5,404,397.75,446.25,387.5,425,457.5,443.75,445,415.25,452,452,444.25,412.75,534,473,516,407,604,513,589,Walking
41,355,279.75,357.75,272.25,356.5,272,374,280,401.25,274.5,377.75,333,431,321,394.5,400,444.5,382.75,413.5,456.5,442,440.25,407,451,444.75,443.25,407,532,465.5,514,406.5,604.5,509.25,585,Walking
42,348,278,351.5,271,350.75,271.25,367.25,279,393.5,275,369,334,423.5,321.25,385.5,401.5,439,381.75,400.5,460,436,441,397.5,451,437,443.5,403.75,529,457,513.5,408.75,603,504,579,Walking
43,341,277.25,344,270.75,344,270.5,360,279,388,274.25,360.5,334.5,416.25,320.25,375.25,403.25,435,379.75,387.25,462.25,432.25,438.25,387.5,452,428,443.25,399.75,529.5,446.5,511.5,408,604,496.75,574.5,Walking
44,334.25,278.5,337,271.25,336.5,271.5,351.75,279.5,382,274.5,353.25,334.5,411.25,320.25,363.25,403.5,426,378.25,368,460,417.25,435.25,384,453,423,443.25,396.25,533.5,437,512.5,406.5,607,489,570,Walking
45,326.25,277,329.5,271,330,270.25,345.75,280,376,274.75,345,335.75,405,320.75,352,406.5,422,380.5,355.5,465.75,415.25,440.75,376.25,454,417.5,444.75,392.25,530,424.75,512,406.5,605,478,565.5,Walking
46,320.5,279.25,323,273,323.25,272.5,338,280.5,368,275.25,338.25,337,398.75,322.25,339.75,407.25,415.25,382.5,338.5,462.5,422.5,435.25,370.75,451.5,410.5,442.5,389.5,529,415.5,509.5,406,604,465.25,560,Walking
47,313,275.5,316.5,270,316.25,269.75,331.25,280.5,360.5,274.25,331,337,392.75,322,328.75,406,411.75,382,322.25,458,421,433.25,365.5,450.5,404.5,441,386.25,527.5,406.5,505.25,405.5,604,453.75,556.5,Walking
48,306.25,277,309.75,270.5,309.5,270.5,324.75,280.75,356.25,275.5,326.5,335.75,387.5,322,318.5,403.5,408,382.25,305.75,455.75,419,429.25,362.25,449.75,400,441,383.5,527,394,506.25,407.75,606.5,438,561,Walking
49,300.25,277.5,303.5,271.5,303.5,271.25,319,281,348,274.5,320,336,382.25,322.5,309.5,400.25,405,382,290.5,451.5,419.5,426.5,357.5,449,396.5,440.5,379.5,524.5,386.75,501.5,406.25,603,426,561,Walking
50,293.75,278.75,297,273,297.5,272.5,313,281.5,343.25,274.5,314.25,336,376.5,323.25,302.25,398.75,401,381.5,277.5,444,418.5,425.25,351.5,448.5,390.25,440.5,375,522.5,380.25,506,406,599.5,415,568,Walking
51,288,280.5,291.5,274.5,291.25,274,308,283,336.75,275.75,310.25,336.5,371.75,323.25,295.5,397,397.5,381,266.75,439.25,416.25,423,347.5,449.75,386,441.25,372,526,373.75,508.5,406.5,600.5,399.5,577.5,Walking
52,282,279,285.75,274,285.25,273.25,303.25,284,330.75,276.75,303.5,337.25,365.25,324.25,286.5,397.5,391.5,382.5,256.75,435.25,412.75,424,342.25,449,380.25,440.75,366.25,520,367,504.5,406.75,599,384.25,573,Walking
53,276.5,279.5,280,274.5,280.25,273.75,297,285,326.25,277.75,298.5,338.25,360,325.5,280.5,396.75,387.25,383,250.125,431,410,423.5,337.5,448.75,375,441.5,364,519.5,361,506.5,404.25,598,372.75,573.5,Walking
54,271.75,282.5,275,277,274.75,276.25,292.5,286,320.75,279.5,293.5,339,355.5,326.75,275.25,396.75,383,384.5,243.25,429.5,406.75,425,331.75,449.5,370.25,442.5,362,522,355.75,507.5,404.5,599,362,574,Walking
55,266.5,284.5,270.25,278.75,269.5,278,288.25,288,315,281.75,289,341,350,328.25,270.75,398.25,378,386.5,239.25,429.5,402.5,426.75,326.5,450.75,365,443.5,359.5,524,353.25,510,403.25,599,354.5,576,Walking
56,262,285,265.25,279.5,265,279,283.25,288.75,311.25,282.5,285.5,341.75,344.75,329.25,268.75,399,372.25,386.75,236.625,430.5,396.75,426,322,451.25,360.5,444.5,356,524.5,349.25,513,402.5,599,348.75,579,Walking
57,255.75,282.5,260.75,278,259.5,277,279.5,289.5,305,283,281.75,342.5,339.25,329.5,267,400.5,366.25,386.75,235,433.75,389.5,426.5,317.5,450.5,354.5,444,350.5,523,344,512,401,597.5,348,579,Walking
58,252.375,286.5,256.25,280.75,255.25,280.25,274.5,290,300.5,283.25,278,342.5,334.5,329.75,266,402.5,360.5,387.25,234.625,438.25,382.25,426.75,313.5,451,349.5,444,346.5,525,339.5,513.5,400,597.5,346,580,Walking
59,247.75,284.75,252.25,279.75,250.875,279,270.5,289.75,295.5,283,273.75,342.25,328.5,329,264,403.75,353,385.75,236.75,444,372,426.5,310,450.75,344.5,443.5,341.5,526,334.75,515,398.5,595,345.25,580.5,Walking
60,241,285,245.75,279,243.5,278.5,264.5,289.25,293.75,284.25,270.5,340,326,328,263,403,347.5,385.5,240.75,450.75,360.75,425.5,309,452,341.75,444.75,333,531,337,518,392.5,592.5,346.25,582.5,Walking
61,237.25,286.75,241.125,280,240.25,280,259,288.5,287,284,264.75,340.5,319,328,261.5,403.75,340.5,384.5,245.75,454,349.25,427.75,303.5,451.5,337,443.25,324.5,531,335,518.5,385.5,587,348,581,Walking
62,232.375,285.5,236.375,278.75,235.5,279,254.5,288.5,281.75,283.5,261,340.5,314.25,327.25,260,405.25,334.5,383.25,250,458,336.75,432,300.25,451.5,335,442.75,311,529,333.25,515.5,376.75,586,349.5,582,Walking
63,225.875,284.75,230,278,229,278.75,248.75,288.5,275.75,282.5,258,339.75,307,325.75,259.75,407.25,319.75,388.25,258.75,463,298,443.25,297.5,453,332,443.75,299,530.5,330,513.5,366,586,350.75,582,Walking
64,221.25,289,224.875,281.5,223.25,282,243.5,289.25,269.25,283.5,254.875,339.5,300.5,326,261.5,407.5,312.75,389,262,463.5,298.5,442.75,293,455,327,446,287.75,532,326.75,513.5,353.5,584,350.5,582,Walking
65,216,290.25,219.375,283,217.375,283,238.25,289.25,263.5,284,252.125,338.5,294,326,262.25,405.25,308.25,388.75,267.25,462.75,297.25,444,290.25,454.5,322.75,445.75,278.25,533,324,513,342,583,346.75,584,Walking
66,209.375,291,213.125,283.5,211.5,283.5,234.875,289.5,255.375,284.5,251.25,337.75,285.5,326.25,264.5,404.25,300.5,391.25,270,462.75,289.5,449.5,288.25,453.25,317.25,445,273.5,528,321.5,512.5,334,582,347,576,Walking
67,203,293.5,207,285.25,204.375,286,229.125,289.5,248.25,287,245.25,339,278.25,327.5,264.5,404.25,299.5,390.25,276.5,460.5,295.5,445.5,282.25,453.75,312.5,445,262,531.5,317,512,320,589,344,579,Walking
68,197.25,293.75,201.5,285.5,198.875,286,224.625,290.5,241.75,287.5,242.5,338.5,270.25,326.75,265,401.75,293.5,389,280.25,457.75,292.75,444.5,280.25,453.5,308.5,444.75,257.5,529.5,313.75,512,307.25,594,342.75,578.5,Walking
69,190.25,294.25,195.375,286,192,286.75,220.875,291.75,235,289.5,238,338.5,263.25,327.5,264.5,399.25,289,388,284,455,293,443.25,277,453.25,304.5,445.25,255.25,530,311.5,513,292.5,600,343,578,Walking
70,184.25,296.5,189.5,288.5,185.125,289,215.5,293,227,290.75,234.375,338.5,254.75,328.5,264,398.5,285.75,389,286.75,453,294,443,271.25,455.5,296.5,448,255.875,531,310,515,277.25,605.5,342.75,577.5,Walking
71,178,298,183.75,290,178.625,290,210.5,295,219.75,292.5,231.25,341.25,244,330.5,262.5,399.5,262,391,288.75,451.5,229.5,430,266.75,458.75,287.25,451,258,535,309,517.5,263.75,611,342.5,576.5,Walking
72,172.75,298.5,178.875,291,173.125,291,205.75,296.5,214.875,293.5,226.875,344.5,241.125,333,260.25,401,257.5,395,288.75,451.75,223.75,435.25,264.25,462,284,454,257.5,538,305.5,519,252.875,616,341.5,580.5,Walking
73,166.75,300.75,173.25,293,167.25,292.5,200.75,298.25,207.625,295.5,224.25,345,232.375,336,258.5,401,250.75,400,288.5,452.75,218.125,439.75,259.25,464.5,275.25,457.5,255.125,540,302,520,246.625,618.5,340.5,580,Walking
74,160.875,302.75,167.75,294.25,162.375,294.5,197.75,300.5,202,296,219.75,347.5,227.25,337.75,255.625,401.25,247.25,400.5,287,454,216,444.5,253.375,467.75,268.5,458.75,252.375,544,296.25,521,245.25,620,340.5,581,Walking
75,154.875,304,161.75,295.5,156.25,295.75,191,301.5,193.75,298,216,346.5,215.875,340.5,254,400.75,233.75,404.25,285,452.5,211.75,450.5,246,471.5,257.75,463.5,249.75,548,289.75,522.5,244.625,621.5,339,579.5,Walking
76,148.25,303.75,155.75,295.25,149.375,295.5,186.25,301.5,186.375,297.5,210.625,348,208.75,340.25,250,402.5,238.25,399.5,281.75,453.5,242.25,448.5,238.5,472.5,248.625,464.5,246.125,547,281.25,524,243.75,622,336.25,576.5,Walking
77,142.25,304,150,295.5,143.75,295.5,181.875,302.5,179.625,297.5,203.875,347.75,202.75,340,245.5,402.5,242.25,397.75,277,453.75,273.5,448.5,230.625,473.25,239,465.75,242.5,547.5,269.75,527,243.25,622,331.75,574,Walking
78,136.25,303.5,144,295.25,137.625,295.25,175.25,302,173,297.5,201.25,349,195.5,341.25,241.75,405.25,235.875,400.5,271,455.5,266.75,450.75,227.625,471,228.75,465.25,240.75,546,255.5,531,243.75,622,325,572,Walking
79,131.125,303.75,139.25,296,132,295.5,171.5,302.5,166,297.5,197,350.25,189.125,342.5,235.875,407.75,228.25,402,265.25,457.75,258,452.25,224.5,470.75,221.25,466.5,236.25,545,241.75,535,244.625,621.5,316.75,571,Walking
80,125.625,304.5,133.5,296.5,127.25,296,168,302.5,160.875,297.5,190.125,349.25,179.5,342.75,230,408.75,215.125,407.25,258.5,462.5,238,457.5,215.625,473.25,208.5,469.25,233.75,548,237.5,538,244.75,622.5,308.25,571.5,Walking
81,118.9375,306.25,127.625,297.5,120.625,297.5,162,304,150.5,299.5,187.625,352,171.75,345.5,223.625,413,207.875,408,247,468.75,234.875,461,210.625,476,198.25,472,231,548,225.75,539.5,247.75,622,295,574,Walking
82,114.25,307,123.25,298.5,115.625,298,157.375,304.75,140.5,300,185,352.75,159.75,347,219.375,413,186.875,409.75,236.25,469.75,203.875,464.5,206.625,477.25,182.25,475.25,230.5,549,203,542.5,248.75,622,278,571.5,Walking
83,108.375,307.75,117.5,299.5,109.125,298.5,153.75,305,134.25,300.5,184.625,355,153.625,349,214.75,417,177.25,413.5,226.375,474.75,188.5,470,203.125,477.75,176.25,476,225.75,550.5,188.5,543,245.5,622.5,256.75,573,Walking
84,103.5,308.75,113.6875,299,104.25,298.75,150.625,304,124.5,300,183.25,357,141,352.5,206.625,422.25,155.125,419,212.375,480.25,150.5,476,201.75,482.5,166.625,482.75,223.375,555,171.625,551,244.25,622,246.875,569.5,Walking
85,99.375,309.25,110,299.5,99.5,299.25,147.875,303.75,115.6875,300.25,181,356.5,132,353.5,201.875,423.25,150,419.25,198.5,482.75,147.25,477.75,205.625,478.25,166.75,480.25,225,557,164.75,557.5,244.75,621,227.25,595,Walking
86,95.625,310.5,106.625,300.5,94.9375,300.5,144.125,304,107.8125,302.25,179.625,356.75,121.6875,356.5,197.75,425,138.5,422.5,185.75,484.75,139.375,479,201.75,480,158,483.75,222.75,555,158.125,563,245.25,618.5,210.625,612.5,Walking
87,91.3125,310.75,103.3125,300.5,89.625,300.5,141.875,303.5,99.5,301.75,178.75,357,113.375,356.75,193,425.5,132.5,422.25,172.5,483.5,136.25,480.75,198.875,483.75,151,487.25,222,559.5,153.5,568.5,244.25,619,192.75,626,Walking
88,86.5,309.75,98.125,300.5,84.25,300.25,137.25,302,93.5,302.5,178.125,357,107.0625,358.75,192.375,426.5,126.125,425.5,160.25,484,136.625,485.75,198.875,484.5,146.125,490.25,223,559,154.25,575,244.25,619.5,177.75,643,Walking
89,82.5,310.25,94.875,300.75,79.625,300.5,134,302,87,302.25,176,357.5,100.1875,360.5,189.625,427,117.375,428,152,481.5,129.625,487,196.75,487,142,493,221.75,562.5,149.5,580.5,243.25,620.5,163.5,656.5,Walking
90,78.9375,311,91.6875,301,75.125,301.75,130.25,303,80.125,304.5,172.5,357.75,92.75,363.25,187.5,428,111.5,431,145.875,481,123.875,488,191.75,486.75,135.75,493.75,217.75,562,144.875,582,242,620,155.75,665,Walking
91,75.0625,311.5,87.875,301.25,70.75,302.25,126.9375,303.5,74.875,305.5,169.75,358.5,85.1875,364.75,186.75,429,103.8125,433,142.375,480.5,114.5625,485.5,187.375,489.25,129.625,496.75,216.25,564,141.125,587,241,619.5,152.75,671,Walking
92,71.125,312.5,84.375,302,66.1875,303,123.625,304.5,68.8125,307,165.875,359.5,77.5,366.5,185.75,429.25,88.0625,431.25,142.25,481.75,98.375,481,182.25,491.25,123.125,500,213.375,565,139.25,591.5,240.25,619,153.5,674,Walking
93,69,315,83,303.5,63.625,305.25,121.125,306,63.6875,308,161.25,363,71.4375,368.5,183.25,431,77.25,431,144.5,485.25,83,481,175.25,494.5,117.375,502.5,208,569,136.375,593.5,236.875,618.5,156.5,678.5,Walking
94,65.6875,316.5,80.25,305,59.75,306,117.875,308,57.8125,308.5,156.875,364.5,63.75,371,182.625,431.25,68,433,150,487.5,71.1875,489.5,170,494.5,111.375,503.5,202.75,570,132.75,595.5,236.25,618,156.5,679.5,Walking
95,61.75,316.5,76.5,304.75,54.875,306,112.75,309,51.5,309.5,152.5,364.75,55.25,373,179.625,430.75,57.3125,435.5,159.75,490,56,491.5,165.625,494.5,105.75,504.75,196.5,573.5,128.5,598,235.25,618.5,156.25,680,Walking
96,57.5,316,72.375,305,48.9375,305,107.4375,307,43.25,307.5,150.25,364.5,46.0625,375,177.25,430.75,46.5625,444.25,169.625,492.75,42.4375,499.75,161,499,98.5625,510.5,193.875,576,123.875,602,236.875,619,155.25,680.5,Walking
97,54.90625,316.25,70.125,305,45.28125,306,104.875,308.75,37.78125,310,145.5,365,38.28125,376.5,178,428.5,36.375,445.5,181.875,492.75,29.34375,505.25,156,502,92.8125,514,191.5,581,122.25,604,234.625,620,155.25,680,Walking
98,53.75,316.75,69.4375,305.75,43.625,306.25,102.375,308.25,34.75,310.5,143,365,31.875,378,179.625,427,26.75,447.25,194.25,488.75,18.25,506.5,155.875,502,91.25,515,188.25,584.5,120.375,604,230.5,619.5,155,679,Walking
99,53.875,316.75,69.625,305.5,42.5,306.25,100.5625,308.5,31.75,311,141.25,364.75,23.1875,381.75,182.875,425,15,452.5,207.75,483,6,513.5,156.25,501,89.625,516.5,184.5,584.5,120.5,607.5,227.625,625,155.625,681,Walking
100,54.25,316.75,70,305,41.625,306.5,98.4375,309.25,29.5,312.75,139.75,365,19.8125,383,185.5,420.75,9.0625,457.75,218.25,476,0,520.5,156.625,502,88.625,518,184.875,587.5,120.125,607,226.25,631,156.5,681,Walking
101,54.75,316.75,70,305,41.75,306.5,96.5625,309.5,28.125,312.75,137.75,364.5,17.9375,383,187.75,418.25,6.625,455,225,469.25,-4.75,510,157.125,504,88.375,520.5,186.75,590,122,612,224.375,640,156.5,682.5,Walking
102,55.6875,317,70.375,304.75,41.46875,306.25,94.875,308.75,25.46875,312.25,135.25,365,16.1875,383.25,188.625,415.75,5.4375,452.5,231.25,462.75,-5.125,506.5,156.875,504.25,87.5625,521,188.5,591,122.625,612.5,222,649.5,157.5,683,Walking
103,57.5,317,71.875,304.75,42.4375,306.5,94.5,308.75,24.625,313,134,365,15.875,383.5,190.125,413,4.84375,451.75,235,456.25,-3.875,505.25,157.5,506,87.125,522,192.125,594.5,123.25,613,220.375,663,157,683,Walking
104,59.625,317.5,73.375,305,43.65625,307.25,94.0625,309.75,23.28125,314.25,133.5,365,15.125,384.75,190.75,410.75,4.84375,452,235.875,452.25,-1.4375,503,159.375,507.5,87.5,524,195.25,596.5,124.625,613,220.75,673.5,156.5,683,Walking
105,62.40625,318,75.625,305.5,45.875,307.75,94.375,310,23.375,314.5,133.75,365.25,15.0625,386.75,191.5,410,3.78125,456.75,236.125,450,-0.375,508,161.875,509.25,89.5,526,200.5,599,126.25,613.5,223.125,683,156.25,684,Walking
106,64.9375,318.5,77.625,306,48.25,308.75,95.875,310,24.90625,316.25,135.25,367,15.5625,388,191.5,410,4.40625,459,234.875,448,-1.5,509.5,163.375,511.25,91,528,202.5,600,128.25,616,227,689,156.125,685,Walking
107,68.75,319.5,81,307,51.5,309.5,97.75,311,26.15625,317.5,136.5,368.5,16.125,391,191.5,410.5,4.84375,463.5,234.25,448.5,-2.875,515,166.375,514.5,94.5,532,203,603.5,130,619,231.875,692,156.375,685.5,Walking
108,72.3125,320,84.4375,307.5,55.1875,309.75,100.5,311.5,28.75,317.75,138.5,370.5,17.0625,393.5,192.75,412.75,5.1875,473.25,233.25,450.5,-6.75,531.5,169.5,518,97.125,535.5,205.5,609,131,622,237.5,695,156.75,686,Walking
109,75.8125,320,87.8125,307.5,58.15625,310,103.625,312,30.8125,318.25,141.25,371,18.4375,395.5,192.375,414.5,7.40625,479,230.25,452.75,-2,555.5,171.25,520,98.375,538,207.375,611.5,131.25,624,240.5,697,155.875,686,Walking
110,79.75,319.5,91.5,307,62.21875,309.75,107,311,34.46875,318,145,372,19.8125,397.25,193.75,417,10.6875,479.5,228.25,456.25,5.125,552,173.75,520.5,100.4375,539,210,611.5,131.375,624,242.25,697,154.625,685,Walking
111,84.25,318.75,95.875,305.75,66.875,308.75,111,310,38.875,317.25,149.625,371.5,23.75,397.25,195.75,418,15,477.5,227.625,460.25,14.625,550,178.5,521.5,104.875,539.5,213.375,612.5,131.5,625,246.25,699,152.75,683,Walking
