frame_id,nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y,Action Label
12,550,221,553.5,216,544.5,216,556.5,217.5,531.5,216.5,562.5,243.75,520,245.75,570.5,281,514,286.5,575,316.25,526,319.75,564,320,535,321.5,567.5,371,531,371.25,565,417,524.5,411.5,Walking
13,553,220.125,556,215,547,215.25,559.5,216.5,534.5,216.125,565,243.625,522.5,245.125,572.5,280.75,516.5,285.75,576.5,314.75,529.5,319.5,565.5,320.5,537,321.5,568.5,371,533,371,565,416.75,526.5,410.75,Walking
14,556,219.875,559.5,215,550,215,562.5,216.625,537,216,567.5,243.75,525,244.75,574,281,519.5,285.25,580,313.5,533,318.75,568.5,320.5,540,321.5,570,371,537,370,565,417.25,528.5,412.75,Walking
15,558.5,219.5,562,214.75,553,214.75,565,216.5,539.5,216.25,570,244,527.5,245,577,281.25,522,285.75,585,313.5,536,318.5,570.5,320,542.5,321,570.5,371.5,539.5,371.5,565.5,417.5,531.5,413,Walking
16,560.5,219.625,564,214.75,555,214.75,567.5,216.25,542.5,215.75,572,244,530,245,580,281.5,524.5,285.75,589,314,539,317.75,572.5,319.5,544.5,320.75,571,373,544.5,374,565,417.5,535.5,413.5,Walking
17,563.5,219.75,567,214.75,558,214.875,569.5,216.25,544.5,216.25,574.5,243.75,533,244.875,583.5,280.75,527,285.5,593,312.5,541,318,574,319,547,320.5,573,372,550,373.25,565,417.5,541.5,414,Walking
18,566,220,569.5,215.25,560.5,215.25,571.5,217.25,547,216.625,576,244.375,535,245.5,585.5,281,528.5,286.5,595.5,312.75,544,318.5,575.5,318.75,549,320,575.5,372,555.5,372.5,565,417,546,416.25,Walking
19,569,220,572,215.25,563.5,215.5,574.5,216.75,550,216.5,578,244.5,537,245.5,588,281,530.5,286.5,598,312.75,546,319,577,318.75,550.5,320,576.5,372.5,558.5,373,566,417.25,553,419,Walking
20,571.5,220.5,575,215.625,566,215.75,577.5,217.375,552.5,217.25,581,245.25,540,245.75,590,281.25,532.5,286.5,601,313.5,547,319,580,319,554,320.25,579,374,565.5,373.5,567.5,417,561.5,421.75,Walking
21,574,220.75,577.5,215.75,568.5,215.75,580.5,217.25,555,216.5,582,244.5,542,245.375,590.5,280.75,533.5,286.5,602,311.75,548,319.5,581,318,557,319.75,580,372,572,372.5,568.5,416,567.5,422.75,Walking
22,576,221.25,579.5,216,570.5,216,582.5,217.25,557.5,217.5,584,245.5,544.5,245.75,592.5,281.25,536,286.5,604,313.5,549,320.75,582,318,559,319.25,580,369.5,575.5,369.75,571,415,571.5,419.75,Walking
23,579,221.625,582,216.5,573,216.75,585,218,560,217.75,586.5,244.75,546.5,246,594,281.25,537.5,286.75,605.5,313,549.5,321.5,584.5,318.25,562,319.75,573,369.5,581.5,370.75,564,416,585.5,425,Walking
24,581.5,221.375,584.5,216.125,575.5,216.625,587,217.5,562,217.75,589,244.375,549.5,246.375,596,281.25,539.5,287,607,313.5,549,322,586.5,318.5,565,320.25,572.5,369,586,372.5,563,415.5,594.5,427,Walking
25,584,221.5,587,216.5,578.5,216.5,588.5,218.25,564.5,218.75,591.5,245,551.5,247,598,282.5,543,288,609,314.5,549,325.25,587.5,318.75,566,320.75,572.5,369.5,590,374.75,565,416.25,602,427.5,Walking
26,587,221.5,589.5,216.5,581,217.125,591.5,218.125,567.5,219.125,593.5,245.25,554.5,248,599.5,282.5,545,288.5,610,314.75,551,325.25,589.5,320.5,568,322,576.5,369.5,592,375.25,564,416.25,608,430.5,Walking
27,589.5,221.375,592,216.25,583.5,216.875,594.5,217.625,569.5,218.875,596,245.125,557,248.5,601,283,548,289.25,610.5,314.5,551.5,325.5,592.5,320.75,572,322.75,578,369.5,595.5,375.25,564,416,611.5,430.5,Walking
28,592.5,221.125,595,216.125,586.5,216.625,597.5,217.75,572.5,218.75,598.5,245,560.5,248.5,602.5,282.5,551,290,611.5,314,554,326.5,594.5,320,574.5,322,580.5,369,598.5,374.5,565,414.5,611.5,430.5,Walking
29,595,220.5,598,215.5,589,215.875,599.5,217.5,575.5,218.625,601,244.5,564,248.75,605,283,555,290.5,613.5,315.75,556.5,326.75,598,320.5,578.5,322.25,585,370.25,601.5,374.75,566.5,414,611.5,430.5,Walking
30,598,219.25,600.5,214,592,214.625,602,216,578,217.25,604,243.75,567.5,248.5,607,283.5,558.5,290.75,615,316,559.5,327,602,320.5,583,322.5,590.5,371.5,604,376,568,413.5,612,431,Walking
31,600.5,218.5,603,213,594,214,604.5,214.375,580.5,216.5,607,242.25,570,248,611,282.75,562.5,291.5,616.5,316.5,563.5,328.25,606,321,586,323.5,596,372.25,606,376.5,571.5,412,611.5,431,Walking
32,602.5,217.375,605,211.875,596.5,212.75,607,213.5,582.5,215.5,609.5,241.25,573,247.5,614,281.5,565.5,291.25,618.5,314.75,568,328.25,610,321.75,589.5,324.25,601.5,375,607,377.75,575,411.25,611.5,431.25,Walking
33,605,215.5,607.5,209.875,598.5,211.125,609.5,212,585,215,611.5,240.5,576,247.25,616,280.25,569,291.25,621.5,314.75,573,328,614.5,322,593,325,609.5,376.5,607,378.75,580.5,408.25,612,431.5,Walking
34,608,214.75,610.5,209.25,601,210.5,612.5,211.25,587.5,213.875,614,239.375,579,246.875,618,279,572.5,291.75,624.5,314,580,328.75,618.5,321,596,324.75,620.5,374.75,608.5,378,589,409,611.5,431,Walking
35,610,214.25,613,208.5,603.5,209.75,615.5,210.625,590.5,212.75,616.5,237.875,581.5,245.75,621,277.75,576,291.5,628,314.5,588.5,329.25,621.5,320.5,598,325,630,373.5,607.5,379.5,596.5,406.5,612.5,430.25,Walking
36,613,213.75,615.5,208.25,606,209.5,617.5,210.5,592.5,213,618.5,237.25,584,245.875,624,276.25,579,291.25,631.5,314,594,327.75,624.5,320.75,600,326,634,374,608,381.5,607,409.75,613.5,431,Walking
37,615,213.75,618,208,608,209.25,620.5,209.875,595,212.625,621.5,237.25,586,245,626.5,277,584,290.75,634.5,313.5,600,327.75,626,320.75,601,325.75,639.5,371.5,608,381,620.5,415,612,430,Walking
38,617.5,214.125,620.5,208.25,610.5,209.5,623.5,210,597,212.5,624.5,238,589,245.25,628.5,278.75,587,291.75,638,314.25,607,326.75,629,320.75,603.5,325,642.5,374.5,609,381.5,626.5,420,611.5,430.5,Walking
39,619.5,214,622.5,208.25,612.5,209.5,626,210.25,599.5,213,628,239.125,592,245.375,630.5,280,591.5,292,641,314,614,326.25,632.5,322,606,326,647.5,376,609,382,637,424,612,432,Walking
40,621.5,214,625,208.25,614.5,209.25,629,211,602.5,212.75,632,239.25,595,246,634.5,279.5,596,293,643.5,314.25,621.5,325.75,636.5,323,608.5,326.5,653.5,378.5,610.5,383,649.5,427.5,612,432.5,Walking
41,625.5,214.5,628.5,208.75,618,209.875,633,210.75,606,213.25,635.5,238.75,598,246.5,639,278.25,600.5,293.75,646.5,315.5,627.5,325,639.5,322.5,611.5,326.75,657,377.75,612,383.5,661,430.5,612,433,Walking
42,629,214.875,632.5,208.875,621.5,210.25,637,211.125,609,214,640,239.375,601,247.625,643,279,603.5,294.75,649.5,316,634,324.25,643,323.5,614,327.75,658.5,378.25,613,383.75,670,432,611.5,432.5,Walking
43,632,215.5,636,209.375,625,210.5,640.5,211.875,613,214,644,240.875,604,247.75,647,282,607,294.75,654,318,637.5,323,646,325,616,329,662.5,380,614,385,679.5,435,611,432.5,Walking
44,635.5,215.625,639.5,209.5,628.5,210.75,644,212.5,616,214.625,648,241.875,607.5,248,650.5,283,610,294.25,657,319.75,640,322.75,650,326,619.5,329.5,666.5,381.75,615.5,385.75,685,437,612,431.5,Walking
45,639.5,215.625,643.5,209.75,632.5,210.75,648,212.5,620,214.125,652.5,242.125,610.5,247.75,658,281.25,612.5,294.25,662,319,642.5,322.5,654.5,326,623.5,329,671,383.25,618.5,386.5,687,440.25,613,431,Walking
46,639.5,215.625,643.5,209.75,632.5,210.75,648,212.5,620,214.25,652.5,242.125,610.5,247.75,658,281.25,612.5,294.25,662,319,642.5,322.5,654.5,326,623.5,329,671,383.25,618.5,386.5,687,440.25,613,431,Walking
47,643.5,215.25,647.5,209,636.5,210.125,652.5,212,624,214.125,658,242.5,614,247.25,661.5,283.75,613.5,294,665,321.25,643.5,323.5,659.5,326.5,627.5,329.25,675,385,621.5,387.5,686.5,441,614.5,430,Walking
48,647.5,214.25,651.5,208.25,640.5,209.125,657,211,628.5,212.5,663,243.25,617.5,246.5,665,285,616,293,667,322.25,642.5,324,664,327.5,632,329.5,679,386,625.5,387.5,687,441,616.5,429,Walking
49,651.5,212.25,656,206.25,644.5,207,661,209.625,633,211.125,668,242.5,621,245.25,668.5,284.25,617.5,292,667,319.5,643,325.75,669.5,328,636.5,330,682,387.25,631,386.5,688,441.5,619,427.5,Walking
50,655.5,210.75,659.5,204.875,648.5,205.25,665,207.875,637,208.875,673,242.125,624.5,243.625,675.5,285.5,619.5,290.75,676,320.75,641,326.75,674.5,328.75,641,330.25,684.5,389,635.5,389,688,442.25,623.5,426.25,Walking
51,659.5,208.5,664,202.75,653,203,668.5,206.25,640.5,207,677,241.5,628,242,681.5,286.25,621.5,289,683,323.75,638.5,327.25,678,329,644.5,330.5,686,388,640,390,688,442,627.5,425.75,Walking
52,663,206.75,668,201.25,656.5,201.5,673,205.625,644.5,206,680,240.375,630.5,240.5,685.5,285.25,623,287.5,689,324.5,635.5,327.75,681,328.25,648,329.75,687,388.5,645,389.75,688,442.25,634,425.75,Walking
53,666.5,205.75,671,200.25,660,200.5,676.5,204.75,648,205.25,685.5,240.25,633,240,691.5,284.5,625,287,696,324,633,328.5,683.5,328.5,649,329.75,687,389,650,390,687.5,442,640.5,423.5,Walking
54,669.5,205,674.5,199.75,663,199.5,680,204.75,651,204.25,689,240,636,239.5,696,285,626,286.25,702,325.75,630.5,327.5,685,328.25,650.5,329,687,389.5,653.5,389.75,688,441.25,648.5,426.75,Walking
55,671.5,205.5,676.5,200.125,665,200,682.5,205.125,653.5,204.875,692,239.75,638,239.375,700,284,626.5,286,709,324.5,628,327.75,686,327,651,328,687.5,389,657,390.25,687.5,440,657,430,Walking
56,673.5,205.625,678.5,200.25,666.5,200.25,685,205.75,655.5,205.5,696,240.5,640,239.75,705,285,627.5,286.5,715.5,325,627,327.5,688,326.5,652.5,327.25,688,389.5,661,391.25,687.5,440,664.5,434.25,Walking
57,674.5,206.25,680,200.5,667.5,201,687.5,205.75,657.5,205.875,699,242.25,642.5,241,710,286,629,286.5,722.5,326,625.5,327.5,690,327,654.5,327.5,690,390.75,665.5,393,689,440.5,671.5,441,Walking
58,675.5,207.25,681,201.5,669,201.875,689.5,206.375,659.5,206.75,701,242.875,644.5,241.5,714.5,286,630.5,286.5,728,326,625.5,327.75,692,327.5,657,328,691.5,391.5,671,393.5,688.5,442,680,448.75,Walking
59,676,208.125,682,202.5,670,202.5,691,207.625,661,207.125,703.5,243.25,646.5,242,718,286.25,632.5,287.25,733.5,326,626,328.75,694,328.5,658.5,328.75,693.5,393.25,675,394.5,688,441.5,687.5,454.5,Walking
60,676,208.75,682.5,203.25,670.5,203,692.5,208.5,662,207.5,705.5,243.75,647.5,243,721.5,286.75,634,288.25,738.5,327,627,330.25,695.5,330,660,330.5,694.5,395.5,677.5,397,687.5,442.5,695,459.75,Walking
61,676,210.25,682.5,204.5,670.5,204.5,693.5,208.625,663,208.25,707,244.25,648.5,243.625,724,286.75,636,289.75,741,326.5,628.5,332,697.5,331.25,663,332,695,394.75,680.5,399.5,689,433.25,699.5,465.5,Walking
62,676,211.625,683,205.5,670.5,205.75,694,209.125,663.5,209.125,708.5,244.75,649.5,245,726,287.25,637,291.25,744,327.25,631,334,699.5,333.5,664.5,334.5,695.5,396.5,682.5,402.5,685,437.5,701,470.75,Walking
63,675.5,212.125,682,205.75,669.5,206,694.5,209,663.5,209.375,709.5,245.125,650,246.125,727,287.5,639,293,745.5,326.75,633.5,336.25,701,335.25,666,337,695.5,401.5,684.5,408,688.5,443.25,703.5,474,Walking
64,675,212.125,682,205.5,669,206,694.5,208.5,663,209.375,710.5,245,651,247.25,728,287.75,642,296.25,746,326.5,637,339.5,703.5,337.25,668.5,339.5,698,403.5,686.5,412,689.5,439,703.5,477.5,Walking
65,674,211.25,681,204.75,668.5,205.125,694,207.875,662.5,208.75,711.5,244,651.5,247.25,728,287.5,644,297.25,745,327,640.5,341.25,706,337.25,670.5,339.75,701.5,404.25,687.5,413.25,692.5,436.75,704,479,Walking
66,672,210.5,679,203.625,666.5,204.5,693,206,661,208.125,712,242.25,652,246.5,727.5,286.5,646,297.25,743.5,327.5,643,341.75,707,337,671,340,705.5,405.5,688.5,415,692,432,704,480.25,Walking
67,670.5,210,677.5,203,665,204,692.5,204.5,660,207.25,713,241.125,652,246,727.5,286,647.5,297.25,742,328.25,647.5,342,709,339,672.5,342,709,408,689,417.25,692,435,703.5,479.5,Walking
68,669,209.125,676,202,663.5,203,692,203.5,659.5,206.375,714,240.25,652.5,245.75,727.5,285.75,649,297.75,741,328,650,343.5,711,340,673.5,343.5,713,409.25,689,418,692,437,703.5,479.25,Walking
69,668,209.25,675,202.125,663,203.25,691.5,202.625,658.5,205.625,714,239,653,245.375,727.5,285.25,650,298.5,740,328.25,652.5,345.5,713.5,342,675.5,346,719.5,407.5,689.5,419.5,694.5,442,702.5,478.5,Walking
70,668,209.25,674.5,202,662,203.125,692,202.375,658.5,205.625,715,238.5,653.5,245.5,728,285.5,650.5,299.25,739.5,329.25,655,346.25,715,342.75,676,347,722,409.5,689.5,421.5,702.5,446.5,702,478.5,Walking
71,667.5,209.25,674.5,202,662,203.25,692,202.25,658.5,205.5,716,238.5,654,245.625,729,286,650.5,299.25,738.5,330,655.5,346,716,342.75,676.5,346.75,726.5,411.5,689.5,420.75,709.5,450,701.5,477,Walking
72,667.5,209.625,674.5,202.25,662,203.375,692.5,202.5,658.5,205.625,717,238.75,654,246,729.5,286.75,650.5,299.75,738,332.25,656,345.75,717,343.25,676.5,347.5,727.5,413,689,421,716,454.5,700.5,477,Walking
73,668,210.125,675,202.75,662.5,204,693.5,203.125,659,206.25,718.5,239.25,654,246.125,730,288,650.5,299.75,738,334.75,656,345.5,718,344.75,676.5,348.5,728.5,415,688.5,421.75,721,462.75,700.5,477,Walking
74,668.5,211.125,675.5,203.625,663,204.75,694,204,659,206.875,720,240.25,654.5,246.625,731,289.25,651,300,738,337,656,344.75,718,346,676.5,349.25,728,416.25,688,420.75,726.5,470,700,476.25,Walking
75,669.5,212.5,676.5,204.875,664,206,695.5,204.75,660,207.625,721.5,241.25,655.5,247,732.5,290.75,651,300,738,339.25,655.5,344,718.5,347.25,677,350.25,727,418.75,687.5,422,732.5,482.5,700,477,Walking
76,670,213.75,677.5,206,664.5,207,696.5,205.5,660.5,207.875,723,242.125,656.5,247.75,733.5,292.25,651.5,301.75,739,340.5,656,344.5,718.5,349,676.5,351.5,726.5,423.25,688,424.25,737,494,700.5,477.75,Walking
77,671,215,678,207.125,665.5,208,698,206.625,661.5,208.75,725,243.125,657.5,248.5,735,293.5,652,302.25,739,341.5,655.5,344.5,719,352,676.5,354.5,726.5,429,688.5,427,740,503.5,701,477.5,Walking
78,671.5,216,679,208.125,666,209.25,699,207.125,663,210.125,725.5,244.5,658,249.75,737,295.5,652,303.25,741.5,343.75,655,344.75,719,355.75,676,357.75,727.5,433.5,688,429,740.5,509.75,700.5,477.75,Walking
79,673,216.75,680.5,208.75,667,210,700.5,207.875,664.5,211.375,727,246,659,250.75,738.5,296.75,652.5,304.5,743,345,655,346.25,719.5,358.25,676,359.75,728,437.5,688.5,431,740,515.5,700.5,477.5,Walking
80,674,217,682,208.875,668.5,210,703,208.5,665.5,210.875,729,247.75,660,251.5,741,298.75,653,305.25,745.5,347.25,654,348.25,720,360.5,676.5,361.5,727,441.5,689.5,435.25,738,519.5,701,478,Walking
81,674.5,217,682.5,208.75,669,209.75,704,208.25,666.5,210.75,731,249.25,661,252.5,743.5,301,654,306.75,748.5,348.75,653.5,350,720.5,361.75,676.5,363,726.5,443.5,691,438.5,737.5,523,702,478.5,Walking
82,675.5,216.25,683.5,208.125,670,208.875,705,208.25,667,209.5,732.5,249.75,661.5,252.375,745.5,303.5,655,307.75,751,351.75,653.5,353.5,722,363.25,678,364.25,727,445.5,692,440.75,737.5,524,703,478,Walking
83,676,215.25,684,207.125,670,207.75,706.5,207.5,667.5,208.375,734,249.5,662.5,251.5,747.5,304.75,656,308,754,355,653.5,356.75,723,364.5,678,365,729,447.5,691,441.5,737.5,524,704.5,476.75,Walking
84,676,214.5,684.5,206.25,670.5,206.75,707,206.125,668,207.25,735,248.625,663,250.25,750,305.25,657,307.5,757,358.5,653,358.25,723.5,366,678,365.75,730,452.25,687.5,442.5,737.5,525.5,708,477.5,Walking
85,674,212.75,682.5,205.25,669.5,204.875,707,204.75,668,204.5,735.5,247.75,663,248.875,751.5,307,657,308,758,361.25,651,361.75,725,368.5,678,368.5,732.5,455,689,446.5,739.5,527,709,479,Walking
86,672.5,211.25,680.5,204,668.5,203.5,706,203.25,668.5,202.75,735.5,247.375,663,248.125,753.5,308.25,657,308,760,364.25,650.5,362.25,725,370.5,677.5,370,733,457.5,685,449,740,527.5,712,480,Walking
87,670.5,210.25,679,203,666.5,202.375,705,202.75,667,202.25,735,246.75,662.5,247.5,754.5,308.5,657.5,307.5,761,365.5,650,362.25,724,371.25,676.5,371,732.5,457.5,680.5,449.75,739.5,527,713,483.75,Walking
88,668,210,676,202.75,664.5,202.25,702.5,202,666,202.25,734,246,662,247,755,308,657.5,307,760.5,365.25,650,361.5,723,371,676,370.75,732,457.5,676,451,740,527.5,714.5,489.25,Walking
89,664,209.75,672,202.5,661.5,202,700,202.25,664.5,202.5,732.5,246.125,661.5,247.125,755.5,309.75,658,306.75,755.5,370,649.5,361.5,722,372,675,371.5,730,457,670,452,741,527,712,497,Walking
90,661,211.25,669,204,658.5,203.125,697.5,203.375,662,202.5,731.5,247.75,660.5,247.5,756,312.5,658,307,744,374.75,649.5,362.75,721,375,674,374,730,459,667.5,454.5,741,527,709,507,Walking
91,657,212.5,664.5,205,654.5,204.5,693.5,203.875,660,203.75,729,248.75,659,248.5,756,311.25,657.5,307.25,737,366.75,649,362.25,719,377,672,376.5,731,460,666.5,457.5,741,527,704,518,Walking
92,655.5,214.25,663.5,206.5,652,206.375,690,205,655.5,205.75,726.5,250.375,657,249.875,754.5,310.75,656.5,308.5,732.5,350.75,650,363,718,379.25,669.5,378.5,732,462.25,665,460.5,742,529.5,694,530,Walking
93,650.5,216.5,657.5,207.75,647.5,208.5,685,206,653,207.75,724,252.25,655.5,251.5,750.5,312.5,654.5,310.25,724,336.5,650,364.25,715.5,381.5,668.5,380.75,732,467.25,664,466.25,740.5,530,684,543,Walking
94,646,217.75,653,208.75,643,209.5,681,206.625,648,208.25,720,253.375,652.5,252.875,746,316.75,654.5,314,714,323.5,649.5,368.75,713.5,384.75,666.5,384.5,730,469.75,663,474.75,740,529,673,555,Walking
95,641,218.75,648,210,638,210.5,675.5,208.25,644,210.375,715,254.75,648,255.25,739.5,319.75,654,318.25,706,314.25,647.5,374,711.5,387,664,387,727.5,469.5,661,476.25,739.5,529,663.5,561,Walking
96,635,219.5,642.5,210.75,632.5,211,669,209.25,639.5,211.125,709,255.5,643.5,256.5,731.5,322,650.5,320,697,302.25,646,376.75,708,388.75,661,389,726,471,657.5,478.75,739,529,657.5,565,Walking
97,629,220.5,636.5,211.5,626,211.75,662.5,210.25,633,212,703,254.75,638,258,722.5,323.5,648,322.5,686,293.5,645,377.75,704.5,390.25,657,391.5,724,472,654,482.75,738.5,530,654,569.5,Walking
98,622,220.125,628.5,211.375,620,211.75,656.5,210,628.5,213.125,697.5,255,633,259.5,713,324.25,643.5,323.25,674.5,287.75,643,379,700,391.5,651,395,723,471.25,650,485.5,741,530,654.5,569,Walking
99,614.5,219.75,621,211.25,612.5,211.375,649,209.875,621.5,212.25,690.5,254.5,625.5,259.5,703.5,323.25,638.5,324.25,668.5,283.5,638,378,694,391.25,644.5,395.75,720,474,646,489.5,740,528.5,653,570.5,Walking
100,606.5,218.5,613,209.875,605,210.125,640.5,209,616.5,211.25,683,253.75,620.5,259.5,693.5,318.5,633.5,325.25,659.5,279,633.5,377.75,687.5,391.25,638.5,396.25,713.5,475.25,641.5,490.75,738,527,652.5,571,Walking
101,600,217.625,606,209,598.5,209.375,632.5,208,610.5,209.875,677,251.75,615,258.25,682,318.75,625,326.25,650,272.25,619,382.5,679.5,391.25,631.5,396,706,477.75,637,491,735,526,652,572,Walking
102,592.5,216.25,598.5,208,591.5,208.5,624.5,208,606.5,209.5,671,252.875,609.5,257.75,669.5,319.75,616.5,325.75,642,267.25,611.5,383.75,671.5,393.5,624,396.5,699,486,632.5,492.25,731,526.5,651,573,Walking
103,586.5,218.5,590.5,209.125,586,210,615,207.375,604.5,208.125,663.5,251,605,256.75,656,316.5,605,320,634.5,260,607.5,374,661,396.25,617.5,398,683.5,489.25,629,496,724,528.5,651,575,Walking
104,579,217.75,583.5,208.5,579,208.875,606.5,207.875,600,208.25,655.5,251.5,603,256.75,647.5,317.75,607,328.5,626.5,263.5,597.5,385.75,652.5,397.5,612,398.5,669.5,490.25,627.5,494,715,533,651.5,573.5,Walking
105,572,218.875,576,209.375,571.5,209.75,598.5,207.625,593,208.375,648.5,250.75,598,256.5,636.5,318.75,600.5,330.75,616,261.75,586.5,385.75,646,396,608,396.5,655.5,494,623.5,494,703,541.5,650,573,Walking
106,566.5,217.875,570,208.75,566.5,209.5,592,207.875,588,207.875,642,250.25,594,255.25,626,316.75,595,328,608.5,262.5,576.5,384,639.5,392.75,606,393,642,495.5,620.5,495,690,553,653.5,570.5,Walking
107,559.5,218,563,209.375,559,209.875,586,207.875,583,209.875,632,250.625,593,254.875,617.5,315.25,592.5,328,595.5,269.5,566,382.5,633,393.5,606,392.75,630.5,492.5,621,492.5,669,567.5,652.5,570.5,Walking
108,553,219.875,556,211.25,552,211.875,578.5,209.25,577,210.375,625,252,590.5,254.75,606,314.5,586.5,327.5,586.5,266,558.5,378,624.5,394.75,604,391.75,617,494,620,490,652,576,649,566,Walking
109,546,222.375,548.5,213.125,545,214.25,570.5,210.5,573.5,211.75,613,252.25,591.5,255.125,594.5,314.25,582,330,577.5,268.25,551,379.5,614,398.25,607,394.25,599.5,499.25,629,489.25,635,586,653,570,Walking
110,539,223.875,541.5,214.625,538,215.75,562.5,212.125,567,211.75,603.5,253.5,589.5,255.125,582,315.25,578.5,330.5,567.5,260.75,548,375.5,605.5,401.25,606,396.75,590.5,503.75,625,490.5,607.5,598,651.5,571,Walking
111,533.5,226.75,536,217.375,532,218.875,555,214.125,563.5,213.125,596,256.75,586.5,256.25,567,319,572,332.25,556,260,543.5,376.5,598.5,406.5,603,402,578,507.5,623,495.5,584,604.5,653,574,Walking
112,527.5,230,529,220.375,526,222.125,547,215.75,559.5,215.125,587,258,583,257.5,554.5,318.5,565,334.25,546.5,261,537,379.75,590,409.5,600.5,404.75,568.5,509,620,496,563.5,607,653.5,574,Walking
113,519.5,229.75,521,220.375,518.5,221.375,540,216.625,554.5,215.75,577,260.25,578,259,541.5,317.75,560,338.75,535,258.75,532,384.75,581,411,595,406.5,559,510,617,496.5,544.5,609,652.5,574,Walking
114,511,229.875,512,220.5,509.75,221.875,530.5,217.625,547.5,216.5,566,260.75,576,258.5,524.5,319.5,563.5,341,523,262.25,534,385.25,573,415.5,593.5,410.5,548,511,613,497.75,533.5,609,652,573,Walking
115,501.5,228.875,503.25,219.75,501,220.625,522,219.125,542.5,215.375,555.5,262.75,569.5,258,507,323.75,565.5,345,516,261.75,533.5,389.5,564,415,586,409,538,511,607,496.5,527.5,610,650,571.5,Walking
116,494.5,230.25,495.75,220.75,494.25,221.25,512.5,219,538,215.125,541,263,563.5,259.5,495.25,329.5,561,347.75,504.75,264,533.5,396.5,554,419.25,583,412.5,527,514.5,599,496.75,525.5,612,646.5,569,Walking
